Country Name,Indicator Name,Year Of Birth,Value
Arab World,"Services, etc., value added",1987,
Arab World,New products value added,1992,
Arab World,Domestic credit provided,1992,46.32695672
Arab World,Exports of goods and services,1992,30.29875515
Arab World,Parents rate,1992,4.902510566
Arab World,Imports of goods and services,1992,33.77491946
Arab World,"Industry, value added",1992,
Arab World,Customers local visits (per year),1992,65.06981037
Arab World,Customers density,1992,17.0677029
Arab World,"Services, etc., value added",1992,
Arab World,New products value added,1997,
Arab World,Domestic credit provided,1997,49.10024695
Arab World,Exports of goods and services,1997,37.38691399
Arab World,Parents rate,1997,4.13055728
Arab World,Imports of goods and services,1997,31.15862106
Arab World,"Industry, value added",1997,
Arab World,Customers local visits (per year),1997,66.81794364
Arab World,Customers density,1997,19.4012761
Arab World,"Services, etc., value added",1997,
Arab World,New products value added,2002,9.882150416
Arab World,Domestic credit provided,2002,54.0597461
Arab World,Exports of goods and services,2002,41.66917982
Arab World,Parents rate,2002,3.63139158
Arab World,Imports of goods and services,2002,32.14233732
Arab World,"Industry, value added",2002,57.27882976
Arab World,Customers local visits (per year),2002,68.10262516
Arab World,Customers density,2002,21.54415979
Arab World,"Services, etc., value added",2002,45.89277255
Arab World,New products value added,2007,7.105067112
Arab World,Domestic credit provided,2007,37.33754506
Arab World,Exports of goods and services,2007,53.72064136
Arab World,Parents rate,2007,3.443134891
Arab World,Imports of goods and services,2007,39.72596864
Arab World,"Industry, value added",2007,53.98570993
Arab World,Customers local visits (per year),2007,69.20700823
Arab World,Customers density,2007,24.13698798
Arab World,"Services, etc., value added",2007,40.92200846
Argentina,New products value added,1962,
Argentina,Domestic credit provided,1962,17.26597686
Argentina,Exports of goods and services,1962,4.691842759
Argentina,Parents rate,1962,3.089
Argentina,Imports of goods and services,1962,9.383682891
Argentina,"Industry, value added",1962,
Argentina,Customers local visits (per year),1962,65.43260976
Argentina,Customers density,1962,7.778623812
Argentina,"Services, etc., value added",1962,
Argentina,New products value added,1967,9.980386317
Argentina,Domestic credit provided,1967,18.65154235
Argentina,Exports of goods and services,1967,7.495596226
Argentina,Parents rate,1967,3.048
Argentina,Imports of goods and services,1967,4.997064147
Argentina,"Industry, value added",1967,47.38341438
Argentina,Customers local visits (per year),1967,65.93002439
Argentina,Customers density,1967,8.379539151
Argentina,"Services, etc., value added",1967,42.63620116
Argentina,New products value added,1972,10.98486987
Argentina,Domestic credit provided,1972,23.03285034
Argentina,Exports of goods and services,1972,7.197765839
Argentina,Parents rate,1972,3.148
Argentina,Imports of goods and services,1972,6.837877358
Argentina,"Industry, value added",1972,45.58164895
Argentina,Customers local visits (per year),1972,67.16795122
Argentina,Customers density,1972,9.055811948
Argentina,"Services, etc., value added",1972,43.43347582
Argentina,New products value added,1977,8.087142114
Argentina,Domestic credit provided,1977,26.41376528
Argentina,Exports of goods and services,1977,9.615892413
Argentina,Parents rate,1977,3.391
Argentina,Imports of goods and services,1977,7.326394155
Argentina,"Industry, value added",1977,47.80613219
Argentina,Customers local visits (per year),1977,68.62943902
Argentina,Customers density,1977,9.821560718
Argentina,"Services, etc., value added",1977,44.10665582
Argentina,New products value added,1982,9.596156046
Argentina,Domestic credit provided,1982,45.99876444
Argentina,Exports of goods and services,1982,9.090493079
Argentina,Parents rate,1982,3.213
Argentina,Imports of goods and services,1982,6.520993021
Argentina,"Industry, value added",1982,41.10284864
Argentina,Customers local visits (per year),1982,70.03531707
Argentina,Customers density,1982,10.59454633
Argentina,"Services, etc., value added",1982,49.30099531
Argentina,New products value added,1987,8.094358464
Argentina,Domestic credit provided,1987,47.58567737
Argentina,Exports of goods and services,1987,7.873205813
Argentina,Parents rate,1987,3.056
Argentina,Imports of goods and services,1987,7.57576407
Argentina,"Industry, value added",1987,37.82867527
Argentina,Customers local visits (per year),1987,70.9677561
Argentina,Customers density,1987,11.44684747
Argentina,"Services, etc., value added",1987,54.07696627
Argentina,New products value added,1992,5.990787091
Argentina,Domestic credit provided,1992,22.47857776
Argentina,Exports of goods and services,1992,6.598187472
Argentina,Parents rate,1992,2.913
Argentina,Imports of goods and services,1992,8.132793114
Argentina,"Industry, value added",1992,30.6839549
Argentina,Customers local visits (per year),1992,71.98895122
Argentina,Customers density,1992,12.29775714
Argentina,"Services, etc., value added",1992,63.32521644
Argentina,New products value added,1997,5.673366839
Argentina,Domestic credit provided,1997,30.37619913
Argentina,Exports of goods and services,1997,10.56079888
Argentina,Parents rate,1997,2.664
Argentina,Imports of goods and services,1997,12.77534581
Argentina,"Industry, value added",1997,29.52855186
Argentina,Customers local visits (per year),1997,73.10804878
Argentina,Customers density,1997,13.09390724
Argentina,"Services, etc., value added",1997,64.7980813
Argentina,New products value added,2002,10.82208718
Argentina,Domestic credit provided,2002,62.42108612
Argentina,Exports of goods and services,2002,28.38265404
Argentina,Parents rate,2002,2.516
Argentina,Imports of goods and services,2002,13.37009726
Argentina,"Industry, value added",2002,32.40028561
Argentina,Customers local visits (per year),2002,74.15578049
Argentina,Customers density,2002,13.84498902
Argentina,"Services, etc., value added",2002,56.77762721
Argentina,New products value added,2007,8.781970833
Argentina,Domestic credit provided,2007,25.71599472
Argentina,Exports of goods and services,2007,22.56052749
Argentina,Parents rate,2007,2.413
Argentina,Imports of goods and services,2007,18.19995545
Argentina,"Industry, value added",2007,32.31128813
Argentina,Customers local visits (per year),2007,75.00904878
Argentina,Customers density,2007,14.60519935
Argentina,"Services, etc., value added",2007,58.90674104
Armenia,New products value added,1962,
Armenia,Domestic credit provided,1962,
Armenia,Exports of goods and services,1962,
Armenia,Parents rate,1962,4.435
Armenia,Imports of goods and services,1962,
Armenia,"Industry, value added",1962,
Armenia,Customers local visits (per year),1962,66.70985366
Armenia,Customers density,1962,70.3256059
Armenia,"Services, etc., value added",1962,
Armenia,New products value added,1967,
Armenia,Domestic credit provided,1967,
Armenia,Exports of goods and services,1967,
Armenia,Parents rate,1967,3.606
Armenia,Imports of goods and services,1967,
Armenia,"Industry, value added",1967,
Armenia,Customers local visits (per year),1967,68.8304878
Armenia,Customers density,1967,81.93270109
Armenia,"Services, etc., value added",1967,
Armenia,New products value added,1972,
Armenia,Domestic credit provided,1972,
Armenia,Exports of goods and services,1972,
Armenia,Parents rate,1972,3.032
Armenia,Imports of goods and services,1972,
Armenia,"Industry, value added",1972,
Armenia,Customers local visits (per year),1972,70.36734146
Armenia,Customers density,1972,92.85086056
Armenia,"Services, etc., value added",1972,
Armenia,New products value added,1977,
Armenia,Domestic credit provided,1977,
Armenia,Exports of goods and services,1977,
Armenia,Parents rate,1977,2.555
Armenia,Imports of goods and services,1977,
Armenia,"Industry, value added",1977,
Armenia,Customers local visits (per year),1977,70.54290244
Armenia,Customers density,1977,103.2027046
Armenia,"Services, etc., value added",1977,
Armenia,New products value added,1982,
Armenia,Domestic credit provided,1982,
Armenia,Exports of goods and services,1982,
Armenia,Parents rate,1982,2.381
Armenia,Imports of goods and services,1982,
Armenia,"Industry, value added",1982,
Armenia,Customers local visits (per year),1982,70.5355122
Armenia,Customers density,1982,112.1488233
Armenia,"Services, etc., value added",1982,
Armenia,New products value added,1987,
Armenia,Domestic credit provided,1987,
Armenia,Exports of goods and services,1987,
Armenia,Parents rate,1987,2.549
Armenia,Imports of goods and services,1987,
Armenia,"Industry, value added",1987,
Armenia,Customers local visits (per year),1987,68.56756098
Armenia,Customers density,1987,121.4279593
Armenia,"Services, etc., value added",1987,
Armenia,New products value added,1992,31.04272063
Armenia,Domestic credit provided,1992,62.30845784
Armenia,Exports of goods and services,1992,39.82075297
Armenia,Parents rate,1992,2.399
Armenia,Imports of goods and services,1992,61.25600122
Armenia,"Industry, value added",1992,39.40064643
Armenia,Customers local visits (per year),1992,67.85334146
Armenia,Customers density,1992,121.162522
Armenia,"Services, etc., value added",1992,29.55663294
Armenia,New products value added,1997,31.96867743
Armenia,Domestic credit provided,1997,7.971943719
Armenia,Exports of goods and services,1997,20.27326989
Armenia,Parents rate,1997,1.838
Armenia,Imports of goods and services,1997,58.27447463
Armenia,"Industry, value added",1997,33.19982866
Armenia,Customers local visits (per year),1997,69.71641463
Armenia,Customers density,1997,110.2090622
Armenia,"Services, etc., value added",1997,34.83149391
Armenia,New products value added,2002,25.96189882
Armenia,Domestic credit provided,2002,7.378001259
Armenia,Exports of goods and services,2002,29.35655104
Armenia,Parents rate,2002,1.698
Armenia,Imports of goods and services,2002,46.58686856
Armenia,"Industry, value added",2002,38.97561282
Armenia,Customers local visits (per year),2002,72.20160976
Armenia,Customers density,2002,107.0336846
Armenia,"Services, etc., value added",2002,35.06248836
Armenia,New products value added,2007,20.28206022
Armenia,Domestic credit provided,2007,12.13428829
Armenia,Exports of goods and services,2007,19.18564395
Armenia,Parents rate,2007,1.726
Armenia,Imports of goods and services,2007,39.15081444
Armenia,"Industry, value added",2007,43.90880828
Armenia,Customers local visits (per year),2007,73.76465854
Armenia,Customers density,2007,104.9566913
Armenia,"Services, etc., value added",2007,35.8091315
Aruba,New products value added,1962,
Aruba,Domestic credit provided,1962,
Aruba,Exports of goods and services,1962,
Aruba,Parents rate,1962,4.471
Aruba,Imports of goods and services,1962,
Aruba,"Industry, value added",1962,
Aruba,Customers local visits (per year),1962,66.36553659
Aruba,Customers density,1962,312.3666667
Aruba,"Services, etc., value added",1962,
Aruba,New products value added,1967,
Aruba,Domestic credit provided,1967,
Aruba,Exports of goods and services,1967,
Aruba,Parents rate,1967,3.417
Aruba,Imports of goods and services,1967,
Aruba,"Industry, value added",1967,
